brand,model,display,colors,os,cpu,sensors,speaker,jack,gps,weight,mem,ram,camera,battery,price,vol,size,ppi,release
Samsung,I6500U Galaxy,AMOLED,Black,Android,800 MHz,Accelerometer| compass,Yes,Yes,Yes,126,NA,NA,3.15,1500,310,91.8,3.2,180,NA
Samsung,S3370,TFT,Black,Other,NA,NA,Yes,No,No,86,NA,NA,1.3,1000,90,68.3,2.6,154,NA
Samsung,Corby TV F339,TFT,Jamaican Yellow| Cupid Pink| Minimal White| and Festival Orange; 2 Fashion Jackets,Other,NA,NA,Yes,No,No,92,NA,NA,2,960,100,71,2.8,143,NA
Samsung,S3650W Corby,TFT,Jamaican Yellow| Cupid Pink| Minimal White| and Festival Orange; 2 Fashion Jackets,Other,NA,NA,Yes,No,No,93.2,NA,NA,2,960,100,69.8,2.8,143,NA
Samsung,A687 Strive,TFT,Black,Other,NA,NA,Yes,No,NA,113.1,NA,NA,2,1000,100,91.1,2.6,154,NA
Samsung,A697 Sunburst,TFT,Black,Other,NA,Accelerometer,Yes,No,NA,87.3,NA,NA,2,1000,120,69.3,3,155,NA
Samsung,S8500 Wave,AMOLED,Ebony Gray,Other,1.0 GHz Cortex-A8,Accelerometer| proximity| compass,Yes,Yes,Yes,118,NA,NA,5,1500,160,72,3.3,283,NA
Samsung,I8520 Galaxy Beam,AMOLED,Black,Android,720 MHz,Accelerometer| proximity,Yes,Yes,Yes,156,16,NA,8,1800,260,109.6,3.7,252,NA
Samsung,B3410W Ch@t,TFT,Titan Gray| Romantic Pink,Other,NA,NA,Yes,Yes,No,113.7,NA,NA,2,960,120,86.8,2.6,154,NA
Samsung,M3710 Corby Beat,TFT,Black| Neon Blue,Other,NA,NA,Yes,Yes,No,97,NA,NA,2,960,120,73.6,2.8,143,NA
Samsung,S5620 Monte,TFT,Black,Other,NA,Accelerometer,Yes,Yes,Yes,92,NA,NA,3.15,1000,100,72.4,3,155,NA
Samsung,C3510 Genoa,TFT,Black| Pink,Other,NA,NA,Yes,Yes,No,92.2,NA,NA,1.3,960,80,74.3,2.8,143,NA
Samsung,M5650 Lindy,TFT,Black| Neon Blue,Other,NA,NA,Yes,Yes,No,98,NA,NA,3.15,960,120,72.5,2.8,143,NA
Samsung,S7070 Diva,TFT,White| Black| Gold,Other,NA,Accelerometer,Yes,No,No,94,NA,NA,3.15,960,150,74.2,2.8,143,NA
Samsung,B5722,TFT,Dark Brown| Elegant Pink,Other,NA,NA,Yes,No,No,105,NA,NA,3.15,1200,110,82.2,2.8,143,NA
Samsung,A897 Mythic,TFT,Black,Other,NA,Accelerometer,Yes,Yes,Yes,108,NA,NA,3.15,1150,120,75.3,3.3,223,NA
Samsung,A797 Flight,TFT,Burgundy red| Silver,Other,NA,NA,Yes,No,NA,136,NA,NA,2,1000,110,75.2,2.8,143,NA
Samsung,B3410,TFT,Black,Other,NA,NA,Yes,Yes,No,113.7,NA,NA,2,960,80,85.2,2.6,154,NA
Samsung,M715 T*OMNIA II,AMOLED,Rose Black| Deep Blue,Windows,NA,Accelerometer,Yes,Yes,Yes,141,NA,NA,5,1500,160,93.8,3.7,252,NA
Samsung,A886 Forever,TFT,Black,Other,NA,Accelerometer,Yes,No,No,94,NA,NA,2,1000,120,72,3,155,NA
Samsung,S5560 Marvel,TFT,Black| Anelka edition,Other,NA,Accelerometer,Yes,Yes,No,96,NA,NA,5,960,120,67.5,3,155,NA
Samsung,S5630C,TFT,China Red,Other,NA,Accelerometer,Yes,No,No,102.7,NA,NA,3.15,960,150,79.2,2.8,143,NA
Samsung,I5700 Galaxy Spica,TFT,Black| White,Android,800MHz,Accelerometer| compass,Yes,Yes,Yes,124,NA,NA,3.15,1500,160,86.5,3.2,180,NA
Samsung,B7620 Giorgio Armani,AMOLED,Black and Bronze,Windows,Samsung S3C6410 800MHz| dedicated graphics accelerator,Accelerometer,Yes,No,Yes,164,8,0.256,5,1500,280,113.3,3.5,267,NA
Samsung,T939 Behold 2,AMOLED,Black,Android,NA,Accelerometer| proximity,Yes,Yes,NA,NA,NA,NA,5,1500,90,79.7,3.2,180,NA
Samsung,W880 AMOLED 12M,AMOLED,Black,Other,NA,Accelerometer| proximity,Yes,No,No,145,4,NA,12,1080,200,107.4,3.3,283,NA
Samsung,Vodafone 360 H1,AMOLED,Black| Silver,Other,600 MHz Cortex-A8,NA,Yes,Yes,Yes,134,16,NA,5,1500,130,86.7,3.5,267,NA
Samsung,Vodafone 360 M1,TFT,Black| White| Red,Other,600 MHz Cortex-A8,NA,Yes,Yes,Yes,111,1,NA,3.15,1500,130,83.1,3.2,146,NA
Samsung,B5310 CorbyPRO,TFT,Black,Other,NA,Accelerometer,Yes,Yes,Yes,135,NA,NA,3.15,960,100,93.6,2.8,143,NA
Samsung,F480i,TFT,Black| Pink| La Fleur| Pearl White,Other,NA,NA,Yes,No,No,106,NA,NA,5,1000,100,62.8,2.8,143,NA
Samsung,B7330 OmniaPRO,TFT,Yes,Windows,528 MHz,NA,Yes,No,Yes,111,NA,0.256,3.15,1500,120,73.2,2.62,173,NA
Samsung,S5230W Star WiFi,TFT,Black| Silver| White| Pink,Other,NA,Accelerometer,Yes,No,No,92,NA,NA,3.15,1000,90,65.6,3,155,NA
Samsung,S7550 Blue Earth,TFT,Blue,Other,NA,Accelerometer,Yes,No,Yes,119,NA,NA,3.15,1080,110,82.2,3,155,NA
Samsung,S3650 Corby,TFT,Jamaican Yellow| Cupid Pink| Minimal White| and Festival Orange; 2 Fashion Jackets,Other,NA,NA,Yes,No,No,90,NA,NA,2,960,80,69.8,2.8,143,NA
Samsung,R860 Caliber,TFT,Black,Other,NA,NA,Yes,No,Yes,106,NA,NA,3.15,1080,80,79.3,2.6,179,NA
Samsung,M900 Moment,AMOLED,Black,Android,800MHz,Accelerometer| proximity,Yes,Yes,Yes,161,NA,NA,3.15,1440,120,110.4,3.2,180,NA
Samsung,i350 Intrepid,TFT,Black,Windows,528 MHz,NA,Yes,Yes,Yes,91,NA,0.256,3.15,1480,40,99.9,2.55,157,NA
Samsung,M850 Instinct HD,TFT,Black,Other,NA,Accelerometer,Yes,No,Yes,114,NA,NA,5,1440,140,89,2.6,222,NA
Samsung,U960 Rogue,AMOLED,Black,Other,NA,Accelerometer,Yes,Yes,No,140,NA,0.256,3.15,960,90,101.9,3.1,301,NA
Samsung,A887 Solstice,TFT,Black,Other,NA,Accelerometer,Yes,No,Yes,94,NA,NA,2,1000,60,73.4,3,155,NA
Samsung,S5233T,TFT,Black| White,Other,NA,Accelerometer,Yes,No,No,95,NA,NA,3.15,1000,60,67.5,3,155,NA
Samsung,I6220 Star TV,TFT,Black| Red,Other,NA,Accelerometer,Yes,No,No,92,NA,NA,3.15,1000,130,66.8,3,155,NA
Samsung,T559 Comeback,TFT,Pearl White Plum| Frost Silver Cherry,Other,NA,NA,Yes,No,Yes,130.4,NA,NA,2,960,70,108.7,2.9,138,NA
Samsung,T746 Impact,TFT,Fire| Ice,Other,NA,Accelerometer,Yes,No,No,105,NA,NA,3.15,1200,80,79.9,3,155,NA
Samsung,S5600v Blade,TFT,Black| Pink,Other,NA,Accelerometer,Yes,No,No,92,NA,NA,3.15,1000,200,72.7,2.8,143,NA
Samsung,W850,AMOLED,Rose Black| Snow White| Valentine Pink,Other,800 Mhz ARM 11,Accelerometer| proximity,Yes,Yes,Yes,NA,NA,NA,5,1200,150,88,3.5,267,NA
Samsung,S8000 Jet,AMOLED,Black| Mystic Purple,Other,800 MHz,Accelerometer| proximity| compass,Yes,Yes,Yes,110,2,NA,5,1100,120,69.3,3.1,301,NA
Samsung,I8000 Omnia II,AMOLED,Black| White| Pink,Windows,Samsung S3C6410 800MHz| dedicated graphics accelerator,Accelerometer| proximity,Yes,Yes,Yes,123,2,0.256,5,1500,200,86.5,3.7,252,NA
Samsung,B7610 OmniaPRO,AMOLED,Black,Windows,Samsung S3C6410 800MHz| dedicated graphics accelerator,Accelerometer,Yes,Yes,Yes,159,2,0.256,5,1500,150,105.4,3.5,267,NA
Samsung,B7300 OmniaLITE,TFT,Black| blue| red,Windows,800MHz ARM 1176,Accelerometer,Yes,No,Yes,103,NA,NA,3.15,1500,150,71.5,3,155,NA
Samsung,M8910 Pixon12,AMOLED,Black,Other,NA,NA,Yes,No,Yes,120,NA,NA,12,1000,240,79,3.1,301,NA
Samsung,I7500 Galaxy,AMOLED,Black| White,Android,528 MHz ARM 11,Accelerometer| compass,Yes,Yes,Yes,116.7,8,0.128,5,1500,140,77.2,3.2,180,NA
Samsung,A877 Impression,AMOLED,Black| Blue,Other,NA,NA,Yes,No,Yes,150,NA,NA,3.15,1000,110,99.2,3.2,146,NA
Samsung,Propel Pro,TFT,Grey,Windows,528 MHz,NA,Yes,No,Yes,137,NA,0.128,3,1000,80,89.1,2.55,177,NA
Samsung,S5230 Star,TFT,Black| White| Pink,Other,NA,Accelerometer,Yes,No,No,93.5,NA,NA,3.15,1000,70,65.6,3,155,NA
Samsung,S5600 Preston,TFT,Absolute Black| Pearl White| Lilac Violet,Other,NA,Accelerometer,Yes,No,Yes,96,NA,NA,3.15,1000,90,72.7,2.8,143,NA
Samsung,i8910 Omnia HD,AMOLED,Black| Champagne Gold| Luxury Brown,Symbian,600 MHz Cortex-A8,Accelerometer| proximity| compass,Yes,Yes,Yes,148,8,0.256,8,1500,150,92,3.7,198,NA
Samsung,S8300 UltraTOUCH,AMOLED,Platinum Red| Platinum Blue| Gold,Other,500 MHz,Accelerometer| proximity,Yes,No,Yes,105,NA,NA,8,880,140,71.9,2.8,167,NA
Samsung,M7600 Beat DJ,AMOLED,Black,Other,NA,Accelerometer,Yes,Yes,Yes,99.7,NA,NA,3.15,960,150,79.4,2.8,167,NA
Samsung,M6710 Beat DISC,TFT,Black,Other,NA,Accelerometer,Yes,Yes,No,NA,NA,NA,3.15,880,220,79.9,2.6,179,NA
Samsung,S7350 Ultra s,TFT,Silver,Other,NA,Accelerometer,Yes,No,Yes,110,NA,NA,5,NA,100,69.1,2.6,179,NA
Samsung,T929 Memoir,TFT,Black| Silver,Other,NA,Accelerometer,Yes,No,Yes,125,NA,NA,8,1000,110,79.5,3,155,NA
Samsung,C6625,TFT,Black| Wine red| Apple green| Navy blue,Windows,393 MHz STMicroelectronics Nomadik STn8810,NA,Yes,No,Yes,109,NA,NA,2,1300,140,84.9,2.6,154,NA
Samsung,SCH-W699,TFT,Gold on black,Other,NA,NA,Yes,No,Yes,120,NA,NA,5,1200,80,109.2,2.8,143,NA
Samsung,i770 Saga,TFT,Black| Red| Blue,Windows,400 MHz ARM 11,NA,Yes,No,No,130,NA,NA,2,NA,140,103.8,2.55,177,NA
Samsung,A867 Eternity,TFT,Black,Other,NA,NA,Yes,No,Yes,110,NA,NA,3.15,1330,70,79.4,3.2,146,NA
Samsung,T919 Behold,TFT,Light rose| Black,Other,NA,Accelerometer,Yes,No,Yes,100,NA,NA,5,NA,80,68.5,3,133,NA
Samsung,C6620,TFT,Wine red| Apple green| Navy blue,Windows,NA,NA,Yes,No,No,108.8,NA,NA,2,1300,90,84.9,2.6,154,NA
Samsung,i7110,AMOLED,Silver on Black,Symbian,NA,Accelerometer,Yes,No,Yes,125,NA,NA,5,1200,170,79.2,2.6,154,NA
Samsung,M8800 Pixon,TFT,Black| Gray| Pink| Red,Other,500 MHz,Accelerometer,Yes,No,Yes,121,NA,NA,8,1000,140,81.3,3.2,146,NA
Samsung,D980,TFT,Black,Other,NA,NA,Yes,No,No,117,NA,NA,5,1200,180,87.4,2.6,154,NA
Samsung,i8510 INNOV8,TFT,Black,Symbian,330 MHz ARM 11,Accelerometer,Yes,Yes,Yes,136,8,0.128,8,1200,200,98.7,2.8,143,NA
Samsung,i740,TFT,Gray,Windows,624 MHz,NA,Yes,No,Yes,100,NA,0.064,3.15,1500,140,87.8,2.8,143,NA
Samsung,i900 Omnia,TFT,Modern Black,Windows,Marvell PXA312 624 MHz,Accelerometer,Yes,No,Yes,122,8,0.128,5,1440,160,79.7,3.2,146,NA
Samsung,F480,TFT,Black,Other,NA,NA,Yes,No,No,100.6,NA,NA,5,1000,140,62.8,2.8,143,NA
Samsung,G810,TFT,Titan Grey,Symbian,330 MHz ARM 1136,NA,Yes,Yes,Yes,139,NA,NA,5,1200,110,97.5,2.6,154,NA
Samsung,P960,TFT,Onyx Black,Other,NA,NA,No,No,No,NA,NA,NA,3.15,1200,150,90.3,2.6,154,NA
Samsung,F490,TFT,Black,Other,NA,NA,Yes,Yes,No,102,NA,NA,5,880,150,72.6,3.3,150,NA
Samsung,i780,TFT,Black,Windows,32-bit Marvell PXA310 624 MHz,NA,Yes,No,Yes,120,NA,0.128,2,1480,150,91.7,2.55,177,NA
Samsung,i550,TFT,Black| Silver,Symbian,330 MHz ARM 1136,NA,Yes,Yes,Yes,109,NA,NA,3.15,1200,130,84.1,2.6,154,NA
Samsung,Armani,TFT,Black,Other,NA,NA,No,No,No,85,NA,NA,3.15,880,290,50.1,2.6,154,NA
Samsung,F700,TFT,Black,Other,NA,NA,Yes,Yes,No,139,NA,NA,3.15,1000,280,99.7,3.2,157,NA
Samsung,i710,TFT,Silver,Windows,416MHz Intel XScale ARM 920T PXA27x,NA,No,No,No,109,NA,NA,2,1200,110,85.2,2.8,143,NA
Sharp,Z2,LCD,Silver| Gold,Android,Deca-core (2x2.3GHz Cortex-A72| 4x2.0GHz Cortex-A53| 4x1.4GHz Cortex-A53),Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,160,32,4,16,3000,330,97.7,5.5,401,2016
Sharp,MS1,LCD,Hanayome White| Pure Pink,Android,Octa-core 1.3 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,151,64,3,13,2600,240,90.6,5.5,401,2016
Sharp,Aquos Xx,NA,Black| White| Red,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,168,32,3,13,3000,340,100.3,5.7,386,2015
Sharp,Aquos Crystal,TFT,Black| White,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,141,8,1.5,8,2040,180,87.8,5,294,2014
Sharp,SH530U,TFT,Snowy White| Cherry Red,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,168.8,20,0.512,5,1950,320,117.5,5,187,2012
Sharp,Aquos SH80F,LCD,Black,Android,1.0 GHz Scorpion,Accelerometer| proximity| compass,Yes,Yes,Yes,135,2,0.512,8,1240,470,96.7,4.2,262,2011
Sharp,FX,TFT,Black,Other,NA,NA,Yes,No,No,141.8,NA,NA,2,1240,210,97.1,3,155,NA
Sonim,XP7,NA,Black| Yellow,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,290,16,1,8,4800,700,205.5,4,233,2015
Sonim,XP6,NA,Black,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,270,8,1,5,4800,490,181.1,2.63,204,2014
Sony,Xperia L1,LCD,Black| White| Pink,Android,Quad-core 1.45 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,180,16,2,13,2620,200,97.2,5.5,267,2017
Sony,Xperia XZs,LCD,Black| Warm Silver| Ice Blue,Android,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Fingerprint (side-mounted| region dependent)| accelerometer| gyro| proximity| barometer| compass| color spectrum,Yes,Yes,Yes,161,32,4,19,2900,660,85.1,5.2,424,2017
Sony,Xperia XZ Premium,LCD,Luminous Chrome| Deepsea Black| Bronze Pink,Android,Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Fingerprint (side-mounted| region dependent)| accelerometer| gyro| proximity| barometer| compass| color spectrum,Yes,Yes,Yes,195,64,4,19,3230,750,94.9,5.46,807,2017
Sony,Xperia XA1 Ultra,LCD,White| Black| Gold| Pink,Android,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,188,32,4,23,2700,380,105.6,6,367,2017
Sony,Xperia XA1,LCD,White| Black| Gold| Pink,Android,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),Accelerometer| proximity| compass,Yes,Yes,Yes,143,32,3,23,2300,280,77.7,5,294,2017
Sony,Xperia X Compact,LCD,White| Universe black| Mist blue,Android,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Fingerprint (side-mounted)| accelerometer| gyro| proximity| barometer| compass| color spectrum,Yes,Yes,Yes,135,32,3,23,2700,370,79.7,4.6,319,2016
Sony,Xperia XZ,LCD,Mineral black| Platinum| Forest blue| Deep pink,Android,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Fingerprint (side-mounted)| accelerometer| gyro| proximity| barometer| compass| color spectrum,Yes,Yes,Yes,161,32,3,23,2900,610,85.1,5.2,424,2016
Sony,Xperia E5,LCD,Graphite Black| White,Android,Quad-core 1.3 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,147,16,1.5,13,2300,150,81.5,5,294,2016
Sony,Xperia XA Ultra,LCD,White| Graphite Black| Lime Gold,Android,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Accelerometer| proximity| compass,Yes,Yes,Yes,202,16,3,21.5,2700,380,108.8,6,367,2016
Sony,Xperia X Performance,LCD,White| Graphite Black| Lime Gold| Rose Gold,Android,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Fingerprint (side-mounted)| accelerometer| gyro| proximity| barometer| compass,Yes,Yes,Yes,164.4,32,3,23,2700,420,88,5,441,2016
Sony,Xperia X,LCD,White| Graphite Black| Lime Gold| Rose Gold,Android,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Fingerprint (side-mounted)| accelerometer| gyro| proximity| barometer| compass,Yes,Yes,Yes,153,32,3,23,2620,350,76,5,441,2016
Sony,Xperia XA Dual,LCD,White| Graphite Black| Lime Gold| Rose Gold,Android,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Accelerometer| proximity| compass,Yes,Yes,Yes,137.4,16,2,13,2300,250,75.8,5,294,2016
Sony,Xperia XA,LCD,White| Graphite Black| Lime Gold| Rose Gold,Android,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Accelerometer| proximity| compass,Yes,Yes,Yes,137.4,16,2,13,2300,200,75.8,5,294,2016
Sony,Xperia Z5 Premium Dual,LCD,Chrome| Black| Gold,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Fingerprint (side-mounted)| accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,180,32,3,23,3430,510,91.3,5.5,801,2015
Sony,Xperia Z5 Premium,LCD,Chrome| Black| Gold| Pink,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Fingerprint (side-mounted)| accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,180,32,3,23,3430,500,91.3,5.5,806,2015
Sony,Xperia Z5 Dual,LCD,White| Graphite Black| Gold| Green,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Fingerprint (side-mounted; EU model only)| accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,154,32,3,23,2900,450,76.7,5.2,424,2015
Sony,Xperia Z5,LCD,White| Graphite Black| Gold| Green| Pink,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Fingerprint (side-mounted; EU model only)| accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,154,32,3,23,2900,420,76.7,5.2,428,2015
Sony,Xperia Z5 Compact,LCD,White| Graphite Black| Yellow| Coral,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Fingerprint (side-mounted; EU model only)| accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,138,32,2,23,2700,410,73.5,4.6,323,2015
Sony,Xperia M5 Dual,LCD,Black| White| Gold,Android,Octa-core 2.0 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,142.6,16,3,21.2,2600,300,79.3,5,441,2015
Sony,Xperia M5,LCD,Black| White| Gold,Android,Octa-core 2.0 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,142.5,16,3,21.2,2600,240,79.3,5,441,2015
Sony,Xperia C5 Ultra Dual,LCD,Black| White| Mint,Android,Octa-core 1.7 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,187,16,2,13,2930,350,107.2,6,367,2015
Sony,Xperia C5 Ultra,LCD,Black| White| Mint,Android,Octa-core 1.7 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,187,16,2,13,2930,310,107.2,6,367,2015
Sony,Xperia Z3+ dual,LCD,White| black| copper| aqua green,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,144,32,3,20.7,2930,420,72.5,5.2,428,2015
Sony,Xperia Z3+,LCD,White| black| copper| aqua green,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,144,32,3,20.7,2930,340,72.5,5.2,424,2015
Sony,Xperia C4 Dual,LCD,Black| White| Mint,Android,Octa-core 1.7 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,147,16,2,13,2600,270,91.9,5.5,401,2015
Sony,Xperia C4,LCD,Black| White| Mint,Android,Octa-core 1.7 GHz Cortex-A53,Accelerometer| proximity| compass,Yes,Yes,Yes,147,16,2,13,2600,220,91.9,5.5,401,2015
Sony,Xperia M4 Aqua Dual,LCD,Black| White| Coral| Silver,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Accelerometer| proximity| compass,Yes,Yes,Yes,135,8,2,13,2400,220,77.1,5,294,2015
Sony,Xperia M4 Aqua,LCD,Black| White| Coral| Silver,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Accelerometer| proximity| compass,Yes,Yes,Yes,136,8,2,13,2400,200,77.1,5,294,2015
Sony,Xperia E4g,LCD,Black| White,Android,Quad-core 1.5 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,135,8,1,5,2300,130,102,4.7,234,2015
Sony,Xperia E4g Dual,LCD,Black| White,Android,Quad-core 1.5 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,135,8,1,5,2300,150,102,4.7,234,2015
Sony,Xperia E4 Dual,LCD,Black| White,Android,Quad-core 1.3 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,144,8,1,5,2300,120,107.3,5,220,2015
Sony,Xperia E4,LCD,Black| White,Android,Quad-core 1.3 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,144,8,1,5,2300,120,107.3,5,220,2015
Sony,Xperia E3 Dual,LCD,Black| White| Yellow| Copper,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,143.8,4,1,5,2330,190,80.9,4.5,218,2014
Sony,Xperia E3,LCD,Black| White| Yellow| Copper,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,143.8,4,1,5,2330,170,80.9,4.5,218,2014
Sony,Xperia Z3 Tablet Compact,TFT,Black| White,Android,Quad-core 2.5 GHz Krait 400,Accelerometer| gyro| compass| barometer,Yes,Yes,Yes,270,16,3,8.1,4500,380,168.8,8,283,2014
Sony,Xperia Z3 Dual,LCD,Black| White| Copper| Silver Green,Android,Quad-core 2.5 GHz Krait 400,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,152,16,3,20.7,3100,400,76.7,5.2,424,2014
Sony,Xperia Z3v,LCD,Black| White,Android,Quad-core 2.5 GHz Krait 400,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,170.6,32,3,20.7,3200,370,97,5.2,424,2014
Sony,Xperia Z3,LCD,Black| White| Copper| Silver Green| Purple,Android,Quad-core 2.5 GHz Krait 400,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,152,16,3,20.7,3100,300,76.7,5.2,424,2014
Sony,Xperia Z3 Compact,LCD,Black| White| Green| Orange,Android,Quad-core 2.5 GHz Krait 400,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,129,16,2,20.7,2600,300,71.1,4.6,319,2014
Sony,Xperia M2 Aqua,LCD,Black| White| Copper,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,149,8,1,8,2300,200,86.7,4.8,229,2014
Sony,Xperia C3 Dual,LCD,Black| White| Mint,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,149.7,8,1,8,2500,250,93.4,5.5,267,2014
Sony,Xperia C3,LCD,Black| White| Mint,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,149.7,8,1,8,2500,190,93.4,5.5,267,2014
Sony,Xperia Z2a,LCD,Black| White| Turquoise,Android,Quad-core 2.3 GHz Krait 400,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,163,16,3,20.7,3000,250,108.5,5,441,2014
Sony,Xperia T3,LCD,Black| White| Purple,Android,Quad-core 1.4 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,148,8,1,8,2500,200,81.2,5.3,277,2014
Sony,Xperia M2,TFT,Black| White| Purple,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,148,8,1,8,2300,170,85.4,4.8,229,2014
Sony,Xperia M2 dual,TFT,Black| White| Purple,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,148,8,1,8,2300,180,85.4,4.8,229,2014
Sony,Xperia Z2,LCD,Black| White| Purple (D6502| D6503) / Black| White (D6543),Android,Quad-core 2.3 GHz Krait 400,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,163,16,3,20.7,3200,260,88.2,5.2,424,2014
Sony,Xperia E1 dual,TFT,Black| Purple| White,Android,Dual-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,122,4,0.512,3.15,1750,120,88.4,4,233,2014
Sony,Xperia E1,TFT,Black| Purple| White,Android,Dual-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,120,4,0.512,3.15,1700,140,88.4,4,233,2014
Sony,Xperia T2 Ultra dual,LCD,Black| White| Purple,Android,Quad-core 1.4 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,171.8,8,1,13,3000,280,106.6,6,245,2014
Sony,Xperia T2 Ultra,LCD,Black| White| Purple,Android,Quad-core 1.4 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,171.7,8,1,13,3000,230,106.6,6,245,2014
Sony,Xperia Z1s,TFT,Black,Android,Quad-core 2.2 GHz Krait 400,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,162,32,2,20.7,3000,260,92.6,5,441,2014
Sony,Xperia Z1 Compact,LCD,Black| White| Pink| Lime,Android,Quad-core 2.2 GHz Krait 400,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,137,16,2,20.7,2300,320,78.3,4.3,342,2014
